ImageName,Age,Gender,Race,Expression,Glass,beauty
109069.jpg,33,-1,2,1,-1,66.06
109073.jpg,47,-1,2,-1,-1,41.63
109085.jpg,32,-1,2,1,-1,51.38
109087.jpg,32,-1,2,-1,-1,63.69
109089.jpg,50,-1,2,1,-1,35.41
109090.jpg,22,1,1,1,-1,72.69
109093.jpg,29,-1,2,-1,-1,74.31
109099.jpg,28,-1,2,1,-1,69.13
109107.jpg,32,1,2,1,-1,59.25
109122.jpg,39,1,2,1,-1,57.88
109124.jpg,31,-1,2,1,-1,63.94
109129.jpg,32,-1,2,1,-1,61.06
109136.jpg,36,1,2,1,-1,66.44
109145.jpg,32,-1,2,-1,-1,56.69
109146.jpg,41,1,2,-1,-1,38.97
109160.jpg,35,-1,2,1,-1,71.19
109161.jpg,36,-1,2,1,-1,49.16
109167.jpg,34,-1,2,1,-1,63.25
109170.jpg,35,1,2,1,-1,50.22
109175.jpg,30,-1,2,-1,-1,66.5
109177.jpg,33,-1,2,1,-1,68.81
109185.jpg,39,1,2,1,-1,64.5
109190.jpg,44,1,2,-1,1,38.19
109191.jpg,30,1,2,-1,-1,65
109199.jpg,23,1,2,-1,-1,75.56
109213.jpg,36,-1,2,1,-1,42.34
109221.jpg,37,1,2,1,-1,40.97
109233.jpg,41,1,3,1,-1,34.78
109240.jpg,46,1,2,-1,-1,66.44
109245.jpg,45,1,2,1,-1,56.47
109261.jpg,34,1,2,-1,-1,61.31
109265.jpg,38,1,2,-1,-1,77.06
109278.jpg,42,1,2,1,-1,62.41
109281.jpg,25,1,2,-1,-1,64.06
109283.jpg,38,1,2,1,-1,52.75
109301.jpg,25,-1,2,1,-1,80.44
109307.jpg,34,1,2,-1,-1,73.94
109311.jpg,40,1,2,1,-1,40.94
109313.jpg,39,-1,2,1,-1,37.66
109320.jpg,33,1,2,-1,-1,56.66
109321.jpg,25,-1,2,-1,-1,76
109326.jpg,45,-1,2,-1,-1,47.03
109332.jpg,48,1,2,-1,-1,59
109355.jpg,28,-1,2,1,-1,80.94
109359.jpg,24,-1,2,-1,-1,56.13
109367.jpg,28,-1,2,1,-1,71.31
109372.jpg,25,-1,2,-1,-1,50.81
109379.jpg,29,-1,2,-1,-1,56.44
109381.jpg,36,-1,2,-1,-1,51.94
109389.jpg,24,-1,2,-1,-1,58.94
109400.jpg,30,-1,2,-1,-1,66
109406.jpg,31,-1,3,1,-1,62.5
109408.jpg,24,-1,2,-1,-1,80.56
109426.jpg,34,-1,2,-1,-1,52.34
109433.jpg,29,1,2,-1,-1,65.69
109438.jpg,43,1,2,-1,-1,59.84
109441.jpg,32,-1,2,1,-1,55.72
109443.jpg,44,1,2,-1,-1,60.38
109444.jpg,28,-1,2,-1,-1,67
109447.jpg,33,-1,2,1,-1,57.88
109465.jpg,31,1,2,-1,-1,40.78
109466.jpg,34,-1,2,1,-1,69.25
109470.jpg,33,-1,2,-1,-1,77.06
109472.jpg,28,-1,2,1,-1,66.5
109482.jpg,30,-1,2,1,-1,69.31
109487.jpg,35,-1,2,1,-1,50.97
109488.jpg,23,-1,2,1,-1,68.88
109494.jpg,29,-1,2,1,-1,66.69
109500.jpg,30,-1,0,1,-1,46.56
109509.jpg,32,-1,2,1,-1,64.38
109533.jpg,32,-1,2,1,-1,79.94
109535.jpg,30,-1,2,1,-1,59.94
109536.jpg,32,1,2,1,-1,67.13
109544.jpg,31,-1,2,-1,-1,70.38
109545.jpg,26,-1,2,-1,-1,70.75
109551.jpg,45,1,3,-1,-1,26.42
109552.jpg,27,-1,2,1,-1,71.63
109559.jpg,30,-1,2,1,-1,67.06
109562.jpg,23,-1,1,-1,-1,61.63
109579.jpg,48,1,2,-1,1,46.72
109590.jpg,26,-1,3,1,-1,37.84
109599.jpg,33,-1,1,1,-1,67.13
109612.jpg,36,1,3,1,-1,44.75
109613.jpg,33,1,2,1,-1,64.69
109622.jpg,29,-1,2,1,-1,53.72
109645.jpg,29,-1,2,1,-1,70.38
109653.jpg,32,-1,0,1,-1,57.63
109658.jpg,23,-1,2,-1,-1,70.44
109659.jpg,31,-1,2,1,-1,55.22
109680.jpg,23,-1,2,-1,-1,65.5
109682.jpg,29,-1,2,-1,-1,57.84
109692.jpg,37,-1,2,-1,-1,67.13
109696.jpg,32,-1,0,1,-1,60.94
109708.jpg,35,-1,2,1,-1,66.56
109711.jpg,27,-1,2,1,-1,54.28
109713.jpg,25,-1,1,-1,-1,44.88
109718.jpg,33,-1,2,1,-1,63.47
109724.jpg,24,-1,2,-1,-1,70.56
109725.jpg,28,-1,2,-1,-1,75.88
109739.jpg,28,-1,2,1,-1,51.22
109746.jpg,38,1,1,1,1,30.58
109747.jpg,73,1,2,-1,-1,13.87
109748.jpg,32,-1,2,1,-1,65.81
109749.jpg,29,1,3,-1,-1,45.72
109752.jpg,31,-1,2,1,-1,65.81
109762.jpg,43,1,2,1,-1,61.38
109766.jpg,23,-1,2,-1,-1,66.19
109774.jpg,26,-1,2,1,-1,68.13
109786.jpg,35,1,2,-1,-1,51.25
109797.jpg,32,-1,2,1,-1,70
109802.jpg,33,-1,2,-1,-1,65.25
109806.jpg,23,-1,2,-1,-1,66.25
109808.jpg,29,-1,2,1,-1,65.44
109813.jpg,24,-1,2,-1,-1,44.56
109832.jpg,48,1,2,-1,-1,50.41
109834.jpg,40,1,2,1,-1,58.22
109855.jpg,28,-1,2,-1,-1,69.13
109863.jpg,31,1,3,1,-1,36.25
109866.jpg,33,-1,2,1,-1,68.25
109875.jpg,27,-1,2,1,-1,64.5
109877.jpg,29,1,2,-1,-1,73.13
109892.jpg,43,1,2,1,-1,48.09
109898.jpg,33,-1,2,1,-1,68
109904.jpg,30,-1,2,-1,-1,36.91
109919.jpg,24,-1,1,-1,-1,67.75
109920.jpg,39,1,2,-1,-1,31.64
109923.jpg,23,1,2,-1,-1,69.13
109925.jpg,31,-1,2,-1,-1,56.78
109931.jpg,37,1,2,1,-1,37.75
109932.jpg,28,-1,2,-1,-1,81.69
109943.jpg,32,-1,2,-1,-1,68.56
109949.jpg,48,1,3,1,-1,14.06
109951.jpg,31,1,2,1,-1,61.97
109952.jpg,33,-1,2,1,-1,64.38
109960.jpg,44,1,2,-1,-1,58.47
109976.jpg,33,1,2,-1,-1,51.56
109978.jpg,32,-1,2,1,-1,38.13
109983.jpg,21,-1,2,-1,-1,75.56
109993.jpg,25,-1,2,1,-1,36.88
110006.jpg,43,1,2,1,-1,54
110008.jpg,25,-1,2,-1,-1,81.63
110013.jpg,24,-1,2,-1,-1,62.28
110024.jpg,32,1,1,1,-1,65.13
110026.jpg,23,1,2,-1,-1,47.09
110027.jpg,33,-1,2,1,-1,56.66
110031.jpg,35,1,2,-1,-1,55.78
110053.jpg,32,-1,3,-1,-1,64.38
110056.jpg,35,-1,2,1,-1,47.81
110064.jpg,26,-1,2,1,-1,72.69
110074.jpg,32,-1,2,1,-1,59.97
110076.jpg,42,-1,2,1,-1,57.19
110082.jpg,30,1,2,-1,-1,70.44
110088.jpg,45,1,2,1,-1,37.84
110089.jpg,30,1,2,-1,-1,62.97
110100.jpg,26,-1,1,1,-1,58.25
110104.jpg,64,1,2,-1,-1,29.95
110105.jpg,29,1,2,-1,1,58.88
110109.jpg,30,-1,2,-1,-1,77.63
110122.jpg,33,-1,2,2,-1,66.44
110130.jpg,37,1,3,1,1,48.72
110132.jpg,26,-1,2,-1,-1,78.13
110164.jpg,32,-1,3,1,-1,46.06
110165.jpg,32,-1,2,1,-1,56.44
110166.jpg,29,-1,2,-1,-1,72.81
110173.jpg,41,1,2,1,-1,64.13
110177.jpg,34,-1,2,1,-1,36.09
110185.jpg,34,-1,2,1,-1,57.34
110186.jpg,29,-1,2,-1,-1,76.69
110192.jpg,29,-1,2,-1,1,66.31
110195.jpg,32,1,2,-1,-1,42.88
110198.jpg,33,-1,2,-1,-1,55.63
110199.jpg,24,-1,2,-1,-1,63.72
110207.jpg,55,-1,2,1,-1,44.13
110208.jpg,33,1,2,1,-1,68.19
110210.jpg,33,-1,1,1,-1,67.75
110213.jpg,33,1,2,-1,-1,54.19
110217.jpg,30,-1,2,-1,-1,61.16
110220.jpg,23,-1,1,1,-1,67.75
110227.jpg,31,-1,2,1,-1,64.63
110231.jpg,49,-1,2,1,-1,22.72
110244.jpg,25,-1,2,1,-1,80.81
110245.jpg,48,1,2,1,-1,52.38
110255.jpg,35,1,2,-1,-1,45.31
110256.jpg,38,1,2,-1,-1,45.88
110258.jpg,57,1,2,2,-1,50.19
110262.jpg,22,-1,2,-1,-1,38.44
110265.jpg,30,-1,1,1,-1,42.13
110279.jpg,23,-1,2,-1,-1,72.63
110290.jpg,37,1,2,1,-1,60.38
110301.jpg,30,-1,2,-1,-1,82.75
110313.jpg,32,1,2,1,-1,63.22
110326.jpg,31,-1,2,1,-1,64.38
110328.jpg,22,-1,1,1,-1,68.81
110334.jpg,28,-1,2,1,-1,46.78
110335.jpg,35,-1,2,-1,-1,33.38
110336.jpg,40,-1,2,2,-1,61.34
110337.jpg,34,-1,2,1,-1,67.38
110338.jpg,32,-1,2,1,-1,63.56
110344.jpg,24,-1,2,-1,-1,78.88
110356.jpg,32,1,2,-1,-1,69
110367.jpg,30,1,2,-1,-1,69.44
110376.jpg,32,-1,2,-1,-1,69.44
110397.jpg,55,1,2,1,-1,56.38
110409.jpg,37,-1,2,1,-1,57.19
110415.jpg,41,1,2,-1,1,28.73
110435.jpg,25,1,2,-1,-1,66.75
110437.jpg,33,1,2,1,-1,64.94
110443.jpg,23,-1,2,-1,-1,54.41
110449.jpg,74,1,2,1,-1,11.05
110453.jpg,39,1,2,2,-1,60.41
110457.jpg,40,1,2,-1,-1,62.97
110458.jpg,35,-1,2,-1,-1,51.75
110464.jpg,35,-1,2,1,-1,45
110472.jpg,34,-1,2,1,-1,49.06
110478.jpg,40,1,2,-1,-1,52.66
110480.jpg,23,-1,2,-1,-1,70.94
110482.jpg,34,1,2,1,-1,67.75
110484.jpg,27,-1,2,1,-1,50.97
110498.jpg,30,1,2,1,-1,70.06
110500.jpg,22,-1,1,-1,-1,73.19
110503.jpg,25,-1,2,-1,-1,70.38
110511.jpg,24,-1,2,-1,-1,67.75
110532.jpg,33,-1,2,1,-1,53.25
110542.jpg,34,1,2,-1,-1,66.06
110545.jpg,22,-1,2,-1,-1,46.84
110552.jpg,38,1,2,-1,-1,54.72
110562.jpg,32,1,2,-1,-1,64.88
110565.jpg,30,1,2,1,-1,69.38
110567.jpg,28,-1,2,1,-1,67.31
110574.jpg,27,-1,2,-1,-1,53.06
110584.jpg,23,-1,2,1,-1,72.19
110585.jpg,29,-1,2,1,-1,53.44
110595.jpg,44,1,2,-1,-1,28.7
110605.jpg,35,1,2,1,-1,68.75
110618.jpg,25,-1,2,-1,-1,65.88
110627.jpg,35,-1,2,-1,-1,60.31
110640.jpg,25,-1,2,-1,-1,62.53
110647.jpg,44,-1,2,1,-1,51.28
110662.jpg,31,-1,2,1,-1,80.13
110664.jpg,23,-1,2,-1,-1,68.25
110670.jpg,27,-1,2,-1,-1,69.56
110671.jpg,28,-1,2,1,-1,59.09
110685.jpg,35,-1,2,1,-1,37.78
110689.jpg,27,-1,2,-1,-1,59.63
110700.jpg,33,-1,2,1,-1,54.03
110714.jpg,28,-1,2,-1,-1,63.25
110731.jpg,27,-1,2,1,-1,63.69
110741.jpg,37,-1,2,1,-1,27.41
110746.jpg,28,-1,2,1,-1,57.84
110782.jpg,28,-1,2,1,-1,44.47
110784.jpg,32,-1,2,1,-1,57.09
110792.jpg,34,-1,2,1,-1,64.13
110795.jpg,29,-1,2,-1,-1,66.63
110798.jpg,65,1,2,-1,-1,56
110814.jpg,23,-1,2,1,-1,70.19
110826.jpg,26,-1,2,-1,-1,73.31
110827.jpg,25,-1,2,-1,-1,47.66
110835.jpg,38,1,2,-1,-1,28.73
110851.jpg,24,-1,2,-1,-1,69
110853.jpg,28,-1,2,-1,-1,84.38
110854.jpg,33,-1,2,1,-1,59.5
110866.jpg,64,1,2,2,-1,28.3
110873.jpg,30,-1,2,1,-1,56.03
110883.jpg,31,1,2,-1,-1,78.44
110885.jpg,30,-1,2,1,-1,69.94
110906.jpg,34,1,2,-1,-1,76.69
110917.jpg,25,-1,2,-1,-1,71.31
110921.jpg,39,1,3,-1,-1,48.03
110923.jpg,27,-1,2,-1,-1,69.44
110927.jpg,38,-1,2,-1,-1,49.38
110935.jpg,39,-1,2,1,-1,55.97
110937.jpg,28,-1,2,1,-1,78.25
110940.jpg,54,1,2,1,-1,44.28
110948.jpg,46,1,2,-1,-1,49.59
110956.jpg,13,1,2,-1,-1,49.19
110964.jpg,40,1,2,1,-1,42.38
110978.jpg,30,-1,2,1,-1,81.81
110987.jpg,60,1,2,2,-1,19.64
111007.jpg,33,-1,2,1,-1,67.5
111022.jpg,32,-1,2,1,-1,66.94
111028.jpg,33,-1,2,1,-1,67
111038.jpg,25,-1,1,-1,-1,73.56
111062.jpg,27,1,3,1,-1,29.09
111079.jpg,27,-1,2,1,-1,70.13
111085.jpg,62,-1,2,-1,-1,35.94
111097.jpg,26,-1,1,1,-1,71.56
111100.jpg,32,1,2,-1,-1,70.25
111104.jpg,43,1,2,1,-1,42.53
111108.jpg,24,-1,2,-1,-1,70.19
111109.jpg,41,-1,2,1,-1,50.78
111121.jpg,23,-1,2,-1,-1,61.91
111123.jpg,25,-1,2,-1,-1,77.38
111126.jpg,34,-1,2,1,-1,56.72
111134.jpg,31,-1,2,-1,-1,82.06
111137.jpg,40,-1,2,1,-1,62.63
111140.jpg,23,1,1,-1,-1,63.56
111146.jpg,24,1,2,1,-1,64.19
111148.jpg,50,1,2,-1,1,33.25
111176.jpg,22,1,2,-1,-1,75.06
111182.jpg,34,-1,2,1,-1,62.84
111184.jpg,42,1,3,1,-1,33.09
111194.jpg,29,-1,2,-1,-1,39.09
111199.jpg,31,-1,2,1,-1,58.63
111211.jpg,29,-1,2,-1,-1,46.94
111219.jpg,22,-1,2,1,-1,50.34
111220.jpg,23,-1,1,-1,-1,69.31
111227.jpg,25,-1,2,1,-1,64.69
111230.jpg,23,-1,2,1,-1,70.88
111232.jpg,24,-1,2,-1,-1,76.38
111242.jpg,28,-1,2,1,-1,67.63
111246.jpg,32,1,2,1,-1,64.81
111253.jpg,44,1,2,-1,-1,46.47
111256.jpg,25,-1,2,-1,-1,76.5
111258.jpg,70,-1,2,1,-1,34.75
111259.jpg,52,1,2,1,-1,51.84
111267.jpg,38,1,2,-1,-1,59.88
111268.jpg,32,1,3,1,-1,51.34
111270.jpg,32,-1,2,1,-1,78.63
111280.jpg,32,-1,2,1,-1,57.63
111282.jpg,28,-1,2,1,-1,65
111294.jpg,31,-1,2,1,-1,66.13
111300.jpg,29,-1,2,-1,-1,78.75
111314.jpg,38,1,2,-1,-1,58.69
111316.jpg,31,1,2,-1,1,65.44
111321.jpg,29,-1,0,1,-1,67.44
111366.jpg,40,-1,3,1,-1,28.09
111371.jpg,35,1,0,-1,-1,69.31
111374.jpg,29,-1,2,1,-1,50.28
111378.jpg,27,-1,1,-1,-1,53.56
111381.jpg,22,-1,1,-1,-1,60.13
111404.jpg,34,-1,2,1,-1,54.88
111407.jpg,33,-1,2,1,-1,48.5
111411.jpg,42,1,2,-1,-1,55.66
111428.jpg,25,-1,2,1,-1,69.13
111463.jpg,42,-1,2,1,-1,56.69
111466.jpg,24,-1,2,1,-1,56.81
111468.jpg,22,-1,2,-1,-1,65.19
111484.jpg,38,1,2,-1,-1,73.94
111486.jpg,29,-1,2,-1,-1,61.28
111492.jpg,37,1,2,-1,-1,61.28
111499.jpg,32,-1,2,1,-1,55.09
111500.jpg,39,1,2,-1,-1,58.5
111501.jpg,44,1,2,-1,1,51.75
111506.jpg,53,1,2,1,-1,55.91
111515.jpg,41,1,2,-1,-1,31.72
111519.jpg,39,-1,2,1,-1,57.31
111520.jpg,25,-1,2,-1,-1,63
111521.jpg,42,1,2,-1,-1,64.25
111524.jpg,43,1,2,-1,-1,63.69
111525.jpg,23,-1,2,-1,-1,67.81
111540.jpg,47,1,2,1,-1,48.34
111542.jpg,28,-1,2,1,-1,72.69
111550.jpg,42,1,3,1,-1,52.38
111551.jpg,36,-1,2,1,-1,50.88
111552.jpg,31,-1,3,1,-1,29.3
111566.jpg,37,-1,2,2,-1,46.44
111567.jpg,26,-1,2,1,-1,66.75
111580.jpg,32,-1,2,1,-1,70.25
111583.jpg,23,-1,1,-1,-1,70.94
111587.jpg,34,-1,0,1,-1,21.41
111591.jpg,23,1,2,-1,-1,79.56
111623.jpg,33,-1,2,-1,-1,41.78
111625.jpg,28,-1,3,1,-1,65.5
111629.jpg,32,-1,2,1,-1,48.75
111631.jpg,22,-1,2,-1,-1,61.69
111644.jpg,29,-1,2,-1,-1,78.06
111646.jpg,43,1,2,-1,-1,27.42
111648.jpg,46,1,2,-1,1,13.32
111650.jpg,39,1,3,1,-1,28.64
111651.jpg,24,-1,2,-1,-1,73.69
111659.jpg,67,1,2,-1,-1,11.29
111661.jpg,32,-1,2,1,-1,66.06
111664.jpg,23,-1,3,-1,-1,54.97
111665.jpg,23,-1,1,1,-1,64.69
111674.jpg,40,1,2,-1,-1,51.03
111681.jpg,34,-1,2,1,-1,55.28
111687.jpg,30,-1,2,1,-1,67.06
111695.jpg,9,-1,2,1,-1,41.22
111698.jpg,26,-1,2,1,-1,76.69
111703.jpg,32,1,0,-1,-1,64.19
111722.jpg,25,-1,2,-1,-1,69
111724.jpg,36,-1,2,1,-1,66.19
111743.jpg,28,1,2,-1,1,40.28
111744.jpg,36,1,2,-1,-1,64.25
111749.jpg,24,-1,2,-1,-1,72.75
111751.jpg,27,-1,2,2,-1,52.22
111754.jpg,27,-1,2,1,-1,59.31
111761.jpg,30,-1,1,1,-1,74.06
111768.jpg,30,-1,0,-1,-1,50
111769.jpg,30,-1,3,1,-1,32.59
111773.jpg,30,-1,2,1,-1,70.94
111780.jpg,33,1,2,-1,-1,61.94
111782.jpg,33,1,2,-1,-1,53.78
111787.jpg,30,-1,1,1,-1,69.75
111790.jpg,28,-1,2,-1,-1,75.81
111819.jpg,27,-1,2,1,-1,66.06
111831.jpg,33,-1,2,1,-1,70.38
111832.jpg,34,-1,2,2,-1,71.88
111834.jpg,35,1,2,-1,-1,60.13
111842.jpg,24,-1,2,-1,-1,66.63
111845.jpg,28,-1,2,-1,-1,60.03
111847.jpg,32,1,3,-1,1,44.72
111855.jpg,32,-1,2,1,-1,72.31
111859.jpg,23,-1,2,-1,-1,67.13
111863.jpg,53,1,2,1,-1,46.41
111877.jpg,65,-1,2,1,-1,43.44
111878.jpg,40,1,2,-1,-1,46.97
111894.jpg,32,-1,2,1,-1,65.75
111896.jpg,24,-1,2,1,-1,72.19
111897.jpg,37,-1,2,1,-1,71.13
111902.jpg,35,-1,2,1,-1,53.88
111905.jpg,26,1,2,-1,1,61.47
111907.jpg,35,1,2,-1,-1,67.5
111909.jpg,34,1,2,-1,-1,64.25
111913.jpg,24,-1,2,-1,-1,77.31
111937.jpg,28,-1,2,1,-1,74.06
111938.jpg,34,-1,2,2,-1,44.75
111939.jpg,45,-1,2,2,-1,36.03
111946.jpg,52,-1,2,1,1,53.53
111956.jpg,26,-1,2,1,-1,54.09
111957.jpg,42,-1,2,1,-1,51.06
111958.jpg,26,1,2,-1,-1,69.5
111963.jpg,32,-1,2,1,-1,59.22
111964.jpg,31,-1,2,-1,-1,52.59
111969.jpg,32,1,2,-1,-1,57.28
111979.jpg,34,-1,2,1,-1,56.34
111995.jpg,32,1,2,1,-1,61.38
111997.jpg,38,1,2,-1,1,62.91
112020.jpg,34,-1,2,1,-1,57.09
112023.jpg,31,-1,2,-1,1,37.72
112024.jpg,28,1,2,-1,-1,64.5
112030.jpg,32,-1,2,1,-1,63.66
112032.jpg,39,-1,2,1,-1,54.91
112034.jpg,33,1,3,1,-1,53.34
112039.jpg,43,1,2,1,-1,63.84
112042.jpg,33,1,2,1,-1,62.66
112045.jpg,32,-1,2,1,-1,63.91
112063.jpg,33,-1,2,-1,-1,76.44
112073.jpg,27,-1,2,-1,-1,74.88
112077.jpg,42,1,3,1,-1,31.28
112081.jpg,34,-1,2,-1,-1,63.22
112082.jpg,22,-1,2,-1,-1,71.19
112083.jpg,63,1,2,-1,-1,18.89
112090.jpg,33,1,2,1,-1,60.34
112113.jpg,45,1,0,1,-1,37.91
112121.jpg,33,-1,2,-1,-1,71.56
112123.jpg,32,-1,2,1,-1,57.13
112131.jpg,41,1,3,-1,1,26.34
112139.jpg,34,-1,2,1,-1,68.31
112152.jpg,44,1,2,1,-1,22.91
112164.jpg,39,-1,2,1,-1,66
112176.jpg,24,1,2,1,-1,64.31
112183.jpg,12,-1,2,-1,-1,70.75
112185.jpg,45,1,2,-1,-1,38.09
112193.jpg,24,-1,3,-1,-1,54.72
112195.jpg,24,-1,3,-1,-1,61.25
112200.jpg,30,-1,2,1,-1,65.63
112211.jpg,24,1,2,-1,-1,56.16
112220.jpg,23,-1,2,-1,-1,81.69
112228.jpg,24,-1,2,-1,-1,42.25
112229.jpg,31,-1,2,1,-1,68.81
112234.jpg,32,1,2,-1,-1,71
112235.jpg,39,-1,2,-1,-1,61.28
112252.jpg,28,-1,2,-1,-1,77.19
112253.jpg,28,-1,3,1,-1,52.31
112256.jpg,34,-1,2,1,-1,58
112261.jpg,4,-1,1,-1,-1,51.72
112267.jpg,66,1,2,1,-1,54.25
112269.jpg,30,-1,2,1,-1,42.56
112288.jpg,32,-1,2,1,-1,61.84
112301.jpg,33,-1,2,1,-1,73.19
112314.jpg,33,-1,3,1,-1,42.13
112320.jpg,25,-1,0,-1,-1,40.75
112321.jpg,24,-1,2,-1,-1,45
112322.jpg,32,-1,2,1,-1,54.03
112325.jpg,25,-1,1,1,-1,73.5
112326.jpg,51,1,2,2,-1,40.41
112332.jpg,34,-1,2,1,-1,63.75
112351.jpg,32,1,0,-1,-1,66.63
112357.jpg,34,-1,2,1,-1,49.03
112361.jpg,34,-1,2,-1,-1,48.88
112362.jpg,25,-1,2,-1,-1,62
112366.jpg,45,1,2,-1,-1,38.78
112369.jpg,27,-1,2,1,-1,62.31
112372.jpg,27,-1,2,1,-1,57.59
112375.jpg,51,-1,2,1,-1,38.28
112379.jpg,37,1,2,1,-1,63.41
112385.jpg,24,-1,2,1,-1,51.91
112387.jpg,25,1,1,1,-1,59.69
112389.jpg,31,1,2,1,-1,68.94
112395.jpg,24,-1,2,-1,-1,70.69
112400.jpg,34,-1,2,1,-1,57.63
112402.jpg,30,-1,2,1,-1,71.38
112406.jpg,31,-1,2,1,-1,51.38
112409.jpg,24,-1,2,-1,-1,69.81
112413.jpg,27,-1,2,1,-1,51.13
112436.jpg,24,-1,2,-1,-1,73.88
112441.jpg,31,-1,2,1,-1,70.25
112461.jpg,24,-1,3,-1,-1,31.92
112463.jpg,45,1,2,1,-1,50.91
112474.jpg,43,1,2,-1,-1,30.41
112484.jpg,28,1,1,-1,-1,39.72
112491.jpg,34,-1,2,-1,-1,69.38
112494.jpg,26,-1,2,1,-1,47.13
112500.jpg,26,-1,2,1,-1,64.56
112521.jpg,22,1,2,-1,-1,62.25
112522.jpg,34,1,2,-1,-1,64.69
112533.jpg,23,-1,2,-1,-1,67
112542.jpg,23,-1,2,-1,-1,72.56
112546.jpg,39,1,2,-1,-1,57.25
112554.jpg,23,1,2,-1,-1,71
112555.jpg,28,-1,2,1,-1,50.88
112556.jpg,29,-1,2,1,-1,44.47
112562.jpg,23,-1,1,1,-1,60.38
112563.jpg,27,-1,2,-1,-1,70
112568.jpg,32,-1,2,1,-1,73.5
112573.jpg,65,1,2,1,-1,34.63
112576.jpg,32,-1,2,-1,-1,57.19
112577.jpg,32,1,2,-1,-1,72.88
112583.jpg,32,-1,2,1,-1,54.56
112584.jpg,30,-1,2,-1,-1,65.63
112587.jpg,49,1,2,-1,-1,51.09
112595.jpg,40,-1,2,1,-1,45.69
112597.jpg,57,1,2,-1,-1,28.88
112604.jpg,67,1,2,1,1,10.31
112627.jpg,22,1,1,-1,-1,63.91
112634.jpg,29,-1,2,1,-1,70.94
112652.jpg,49,1,2,1,-1,21.88
112653.jpg,33,-1,2,1,-1,58.44
112669.jpg,26,-1,2,-1,-1,77.06
112672.jpg,33,-1,2,-1,-1,64.06
112678.jpg,65,1,2,-1,1,25.19
112682.jpg,35,1,2,-1,-1,64.25
112703.jpg,23,-1,2,-1,-1,63.75
112710.jpg,49,-1,2,-1,-1,44.16
112711.jpg,39,1,2,1,-1,53.38
112721.jpg,39,-1,2,-1,-1,37.44
112754.jpg,34,-1,2,-1,-1,44
112760.jpg,27,-1,2,1,-1,75.25
112764.jpg,41,-1,2,1,-1,50.63
112766.jpg,29,-1,2,1,-1,52.16
112767.jpg,43,1,2,1,-1,41.53
112778.jpg,23,-1,2,-1,-1,41.69
112783.jpg,30,1,2,1,-1,57.94
112794.jpg,29,-1,2,1,-1,57.47
112800.jpg,25,-1,2,-1,-1,60.69
112804.jpg,25,-1,3,1,-1,43.03
112810.jpg,37,1,2,1,-1,56.97
112815.jpg,31,1,2,1,-1,43.13
112817.jpg,26,-1,2,-1,-1,81.69
112818.jpg,28,-1,2,1,-1,67.81
112843.jpg,60,1,2,1,-1,30.31
112846.jpg,43,1,2,-1,-1,63.66
112856.jpg,56,1,2,1,-1,54.91
112862.jpg,30,-1,2,1,-1,63.69
112863.jpg,40,1,2,1,-1,62.13
112874.jpg,24,-1,2,1,-1,73.69
112875.jpg,32,-1,2,1,-1,70.06
112881.jpg,32,-1,2,1,-1,65.88
112891.jpg,34,-1,2,1,-1,51.91
112894.jpg,33,-1,2,-1,-1,62.94
112895.jpg,26,-1,2,1,-1,56.53
112896.jpg,36,1,2,-1,-1,39.97
112900.jpg,30,-1,2,1,-1,57.41
112913.jpg,26,-1,2,1,-1,59.34
112914.jpg,43,1,3,-1,-1,40.16
112927.jpg,32,-1,2,-1,-1,83.44
112934.jpg,26,-1,2,1,-1,68.56
112936.jpg,27,-1,2,-1,-1,54.31
112940.jpg,55,1,2,1,1,26.58
112943.jpg,42,1,2,1,-1,54.81
112957.jpg,37,1,1,-1,1,39.44
112967.jpg,33,-1,2,-1,-1,62.38
112970.jpg,24,-1,2,1,-1,49.53
112971.jpg,30,-1,2,1,-1,64.44
112976.jpg,29,-1,3,-1,-1,46.78
112977.jpg,30,-1,2,1,-1,62.94
112983.jpg,50,1,2,-1,-1,45.84
112984.jpg,38,-1,2,1,-1,60.31
112989.jpg,27,-1,2,-1,-1,65.38
112996.jpg,24,-1,1,1,-1,68.38
113010.jpg,29,-1,2,1,-1,70.44
113017.jpg,39,1,2,1,-1,41
113024.jpg,26,-1,2,1,-1,70.75
113038.jpg,23,1,1,1,-1,65.06
113043.jpg,27,-1,3,-1,-1,72.94
113047.jpg,37,-1,2,1,-1,58.69
113048.jpg,23,-1,1,-1,-1,67.06
113050.jpg,38,-1,2,1,-1,48.69
113058.jpg,31,-1,2,-1,-1,76.88
113059.jpg,33,1,2,-1,-1,67.31
113061.jpg,32,1,2,-1,-1,56.16
113065.jpg,34,-1,2,1,-1,52.91
113066.jpg,26,-1,2,-1,-1,57.56
113071.jpg,35,-1,2,1,-1,50.5
113072.jpg,40,1,3,1,-1,26.44
113077.jpg,49,1,2,1,-1,55.19
113081.jpg,32,-1,0,-1,-1,68.44
113099.jpg,30,-1,2,1,-1,71.31
113108.jpg,32,-1,2,1,-1,85.19
113122.jpg,43,1,2,1,-1,50.28
113128.jpg,29,-1,2,1,-1,76.75
113132.jpg,25,-1,2,2,-1,48
113134.jpg,48,1,2,1,-1,38.06
113139.jpg,43,1,2,1,-1,53.91
113140.jpg,23,-1,1,1,-1,75.75
113147.jpg,27,1,2,1,-1,62
113155.jpg,24,-1,2,-1,-1,86.44
